station,valid,sped
ODO,2021-04-23 13:08,8.05
ODO,2021-04-23 13:53,12.65
ODO,2021-04-23 14:53,13.80
ODO,2021-04-23 15:53,11.50
ODO,2021-04-23 16:53,19.55
ODO,2021-04-23 17:53,17.25
ODO,2021-04-23 18:53,23.00
ODO,2021-04-23 19:53,27.60
ODO,2021-04-23 20:53,31.05
ODO,2021-04-23 21:53,32.20
ODO,2021-04-23 22:53,29.90
ODO,2021-04-23 23:53,25.30
ODO,2021-04-24 00:53,19.55
ODO,2021-04-24 01:53,14.95
ODO,2021-04-24 02:53,12.65
ODO,2021-04-24 03:53,11.50
ODO,2021-04-24 04:53,9.20
ODO,2021-04-24 05:53,9.20
ODO,2021-04-24 06:53,13.80
ODO,2021-04-24 07:53,12.65
ODO,2021-04-24 08:53,12.65
ODO,2021-04-24 09:53,10.35
ODO,2021-04-24 10:53,9.20
ODO,2021-04-24 11:53,12.65
ODO,2021-04-24 12:53,12.65
ODO,2021-04-24 13:53,18.40
ODO,2021-04-24 14:53,10.35
ODO,2021-04-24 15:53,12.65
ODO,2021-04-24 16:53,12.65
ODO,2021-04-24 17:53,9.20
ODO,2021-04-24 18:53,10.35
ODO,2021-04-24 19:53,0.00
ODO,2021-04-24 20:53,3.45
ODO,2021-04-24 21:53,5.75
ODO,2021-04-24 22:53,M
ODO,2021-04-24 23:53,5.75
ODO,2021-04-25 00:53,3.45
ODO,2021-04-25 01:53,6.90
ODO,2021-04-25 02:53,8.05
ODO,2021-04-25 03:53,9.20
ODO,2021-04-25 04:53,14.95
ODO,2021-04-25 05:53,12.65
ODO,2021-04-25 06:53,17.25
ODO,2021-04-25 07:53,13.80
ODO,2021-04-25 08:53,17.25
ODO,2021-04-25 09:53,13.80
ODO,2021-04-25 10:53,11.50
ODO,2021-04-25 11:53,8.05
ODO,2021-04-25 12:53,10.35
ODO,2021-04-25 13:53,19.55
ODO,2021-04-25 14:53,21.85
ODO,2021-04-25 15:53,23.00
ODO,2021-04-25 16:53,21.85
ODO,2021-04-25 17:53,21.85
ODO,2021-04-25 18:53,19.55
ODO,2021-04-25 19:53,14.95
ODO,2021-04-25 20:53,17.25
ODO,2021-04-25 21:53,19.55
ODO,2021-04-25 22:53,19.55
ODO,2021-04-25 23:53,14.95
ODO,2021-04-26 00:53,19.55
ODO,2021-04-26 01:53,17.25
ODO,2021-04-26 02:53,17.25
ODO,2021-04-26 03:53,20.70
ODO,2021-04-26 04:53,18.40
ODO,2021-04-26 05:53,16.10
ODO,2021-04-26 06:53,23.00
ODO,2021-04-26 07:53,26.45
ODO,2021-04-26 08:53,21.85
ODO,2021-04-26 09:53,18.40
ODO,2021-04-26 10:53,14.95
ODO,2021-04-26 11:53,13.80
ODO,2021-04-26 12:53,17.25
ODO,2021-04-26 13:53,16.10
ODO,2021-04-26 14:53,19.55
ODO,2021-04-26 15:53,14.95
ODO,2021-04-26 16:53,10.35
ODO,2021-04-26 17:53,12.65
ODO,2021-04-26 18:53,18.40
ODO,2021-04-26 19:53,13.80
ODO,2021-04-26 20:53,27.60
ODO,2021-04-26 21:53,23.00
ODO,2021-04-26 22:53,14.95
ODO,2021-04-26 23:53,16.10
ODO,2021-04-27 00:53,8.05
ODO,2021-04-27 01:53,3.45
ODO,2021-04-27 02:53,8.05
ODO,2021-04-27 03:53,14.95
ODO,2021-04-27 04:53,12.65
ODO,2021-04-27 05:53,11.50
ODO,2021-04-27 06:53,11.50
ODO,2021-04-27 07:53,13.80
ODO,2021-04-27 08:53,12.65
ODO,2021-04-27 09:53,11.50
ODO,2021-04-27 10:53,17.25
ODO,2021-04-27 11:53,18.40
ODO,2021-04-27 12:53,14.95
ODO,2021-04-27 13:53,17.25
ODO,2021-04-27 14:53,18.40
ODO,2021-04-27 15:53,24.15
ODO,2021-04-27 16:53,24.15
ODO,2021-04-27 17:53,25.30
ODO,2021-04-27 18:53,20.70
ODO,2021-04-27 19:53,19.55
ODO,2021-04-27 20:53,M
ODO,2021-04-27 21:41,26.45
ODO,2021-04-27 21:53,13.80
ODO,2021-04-27 22:02,5.75
ODO,2021-04-27 22:10,4.60
ODO,2021-04-27 22:53,10.35
ODO,2021-04-27 23:04,24.15
ODO,2021-04-27 23:15,12.65
ODO,2021-04-27 23:53,12.65
ODO,2021-04-28 00:18,23.00
ODO,2021-04-28 00:30,17.25
ODO,2021-04-28 00:53,16.10
ODO,2021-04-28 01:53,0.00
ODO,2021-04-28 02:00,M
ODO,2021-04-28 02:36,9.20
ODO,2021-04-28 02:53,8.05
ODO,2021-04-28 03:53,11.50
ODO,2021-04-28 04:53,8.05
ODO,2021-04-28 05:07,10.35
ODO,2021-04-28 05:22,11.50
ODO,2021-04-28 05:53,6.90
ODO,2021-04-28 06:53,5.75
ODO,2021-04-28 07:53,4.60
ODO,2021-04-28 08:53,6.90
ODO,2021-04-28 09:53,9.20
ODO,2021-04-28 10:53,14.95
ODO,2021-04-28 11:53,10.35
ODO,2021-04-28 12:53,14.95
ODO,2021-04-28 13:53,16.10
ODO,2021-04-28 14:53,17.25
ODO,2021-04-28 15:53,18.40
ODO,2021-04-28 16:10,19.55
ODO,2021-04-28 16:29,24.15
ODO,2021-04-28 16:53,21.85
ODO,2021-04-28 17:36,17.25
ODO,2021-04-28 17:53,18.40
ODO,2021-04-28 18:22,18.40
ODO,2021-04-28 18:53,13.80
ODO,2021-04-28 19:53,13.80
ODO,2021-04-28 20:04,10.35
ODO,2021-04-28 20:21,9.20
ODO,2021-04-28 20:38,5.75
ODO,2021-04-28 20:53,M
ODO,2021-04-28 21:53,10.35
ODO,2021-04-28 22:40,24.15
ODO,2021-04-28 22:44,19.55
ODO,2021-04-28 22:53,10.35
ODO,2021-04-28 22:57,10.35
ODO,2021-04-28 23:53,14.95
ODO,2021-04-29 00:53,13.80
ODO,2021-04-29 01:53,12.65
ODO,2021-04-29 02:53,19.55
ODO,2021-04-29 03:53,20.70
ODO,2021-04-29 04:53,20.70
ODO,2021-04-29 05:53,19.55
ODO,2021-04-29 06:53,16.10
ODO,2021-04-29 07:53,23.00
ODO,2021-04-29 08:53,14.95
ODO,2021-04-29 09:53,16.10
ODO,2021-04-29 10:53,13.80
ODO,2021-04-29 11:53,18.40
ODO,2021-04-29 12:49,18.40
ODO,2021-04-29 12:53,16.10
ODO,2021-04-29 13:16,13.80
ODO,2021-04-29 13:53,12.65
ODO,2021-04-29 14:12,13.80
ODO,2021-04-29 14:24,10.35
ODO,2021-04-29 14:48,10.35
ODO,2021-04-29 14:53,11.50
ODO,2021-04-29 15:53,9.20
ODO,2021-04-29 16:53,9.20
ODO,2021-04-29 17:53,9.20
ODO,2021-04-29 18:34,9.20
ODO,2021-04-29 18:44,6.90
ODO,2021-04-29 18:53,6.90
ODO,2021-04-29 19:02,5.75
ODO,2021-04-29 19:19,5.75
ODO,2021-04-29 19:49,8.05
ODO,2021-04-29 19:53,5.75
ODO,2021-04-29 20:22,5.75
ODO,2021-04-29 20:39,5.75
ODO,2021-04-29 20:53,4.60
ODO,2021-04-29 21:06,5.75
ODO,2021-04-29 21:13,6.90
ODO,2021-04-29 21:23,5.75
ODO,2021-04-29 21:35,10.35
ODO,2021-04-29 21:42,11.50
ODO,2021-04-29 21:51,10.35
ODO,2021-04-29 21:52,10.35
ODO,2021-04-29 22:53,4.60
ODO,2021-04-29 23:16,5.75
ODO,2021-04-29 23:53,4.60
ODO,2021-04-30 00:02,4.60
ODO,2021-04-30 00:13,3.45
ODO,2021-04-30 00:34,3.45
ODO,2021-04-30 00:48,0.00
ODO,2021-04-30 00:53,3.45
ODO,2021-04-30 01:12,0.00
ODO,2021-04-30 01:34,0.00
ODO,2021-04-30 01:45,3.45
ODO,2021-04-30 01:53,0.00
ODO,2021-04-30 02:53,10.35
ODO,2021-04-30 03:53,8.05
ODO,2021-04-30 04:53,12.65
ODO,2021-04-30 05:53,11.50
ODO,2021-04-30 06:01,10.35
ODO,2021-04-30 06:11,12.65
ODO,2021-04-30 06:53,8.05
ODO,2021-04-30 07:01,9.20
ODO,2021-04-30 07:11,9.20
ODO,2021-04-30 07:33,6.90
ODO,2021-04-30 07:53,8.05
ODO,2021-04-30 08:00,8.05
ODO,2021-04-30 08:39,8.05
ODO,2021-04-30 08:53,6.90
ODO,2021-04-30 09:17,6.90
ODO,2021-04-30 09:53,6.90
ODO,2021-04-30 10:08,10.35
ODO,2021-04-30 10:53,11.50
ODO,2021-04-30 11:53,12.65
ODO,2021-04-30 12:53,8.05
ODO,2021-04-30 13:53,13.80
ODO,2021-04-30 14:53,16.10
ODO,2021-04-30 15:53,14.95
ODO,2021-04-30 16:53,14.95
ODO,2021-04-30 17:53,13.80
ODO,2021-04-30 18:53,11.50
ODO,2021-04-30 19:53,9.20
ODO,2021-04-30 20:53,8.05
ODO,2021-04-30 21:53,11.50
ODO,2021-04-30 22:53,8.05
ODO,2021-04-30 23:53,9.20
