"","wind_speed_LGF","wind_speed_NYL","wind_speed_NOZ","wind_speed_ODO","wind_speed_MAF","wind_speed_MDD"
"788",4.025,5.175,0,8.625,11.5,12.65
"789",0,3.45,1.725,8.625,4.025,5.175
"790",0,2.875,2.3,14.375,9.775,12.075
"791",10.35,7.475,6.9,14.95,13.8,9.2
"792",5.175,9.2,8.625,14.375,13.8,16.1
"793",10.925,5.75,6.9,2.875,5.75,5.75
"794",8.625,10.35,12.075,0,0,0
"795",13.8,6.9,6.325,6.325,5.175,0
"796",4.025,3.45,5.75,4.6,5.75,3.45
"797",2.3,3.45,6.325,4.6,4.6,2.3
"798",4.025,4.025,1.725,3.45,5.75,1.725
"799",4.025,1.725,1.725,5.175,4.6,3.45
"800",5.75,9.775,4.025,6.325,5.175,5.75
"801",9.775,9.2,12.65,8.625,8.05,7.475
"802",13.8,12.075,14.95,8.625,10.35,9.2
"803",17.825,14.375,17.25,14.95,13.8,11.5
"804",17.25,16.675,19.55,13.8,10.925,12.65
"805",13.225,14.95,17.825,6.9,6.9,5.175
"806",12.65,15.525,8.625,7.475,9.775,8.05
"807",9.2,14.375,5.75,5.75,8.625,8.625
"808",6.325,5.175,6.9,8.05,8.05,8.05
"809",5.175,5.175,2.3,8.05,11.5,11.5
"810",0,0,1.725,10.925,15.525,13.8
"811",4.6,2.3,2.3,11.5,18.975,14.95
"812",8.625,7.475,8.05,20.7,21.275,18.4
"813",14.95,10.925,13.225,19.55,18.975,18.4
"814",12.075,4.6,10.35,19.55,20.125,16.1
"815",12.075,6.9,8.625,21.275,24.15,21.275
"816",8.625,7.475,5.175,17.25,19.55,17.25
"817",9.2,6.325,7.475,18.975,27.6,17.825
"818",6.325,6.9,5.175,12.075,15.525,13.225
"819",2.875,0,4.025,13.225,18.4,13.225
"820",6.9,2.3,6.9,14.375,18.4,17.25
"821",0,4.025,5.175,14.95,20.125,13.8
"822",0,3.45,1.725,13.8,12.075,8.625
"823",2.3,0,1.725,4.6,4.025,2.5875
"824",4.025,4.6,0,10.35,8.05,5.175
"825",6.9,5.175,1.725,8.05,5.75,5.175
"826",8.625,6.325,4.6,5.4625,4.025,4.025
"827",13.8,8.05,10.35,6.325,7.1875,6.9
"828",9.775,9.2,4.025,4.6,8.625,6.9
"829",8.625,6.9,10.925,4.6,5.75,6.325
"830",6.325,9.2,8.05,8.625,6.325,4.6
"831",8.05,4.6,9.2,11.5,12.075,9.2
"832",5.75,5.175,8.625,13.225,12.075,11.5
"833",4.025,0,7.475,9.775,10.925,13.225
"834",4.6,1.725,4.6,17.25,8.05,10.925
"835",1.725,6.325,7.475,13.8,13.8,8.05
"836",0,6.325,9.2,14.375,14.375,13.225
"837",2.3,10.35,11.5,14.95,13.8,12.65
"838",5.75,6.325,5.75,17.825,16.1,13.8
"839",6.325,7.475,7.475,12.075,19.55,15.525
"840",7.475,9.2,8.625,12.075,15.525,14.95
"841",9.2,10.925,12.65,1.725,4.6,4.6
"842",9.775,11.5,10.925,1.725,3.45,1.725
"843",5.75,14.95,14.95,4.025,4.6,3.45
"844",6.9,15.525,16.675,7.475,7.475,7.475
"845",0,5.175,9.2,10.35,8.05,9.775
"846",8.05,4.025,8.625,11.5,8.05,9.2
"847",5.175,2.875,6.325,16.1,10.35,13.225
"848",1.725,6.9,9.2,19.55,20.7,17.25
"849",6.325,10.925,9.2,15.525,16.1,14.95
"850",5.75,9.2,9.775,11.5,14.375,13.8
"851",12.65,13.225,8.05,12.075,10.925,12.65
"852",10.925,12.075,12.65,12.65,14.375,12.65
"853",14.95,13.225,14.375,14.95,16.675,14.95
"854",8.625,14.375,13.225,17.25,18.4,16.1
"855",11.5,10.925,14.375,17.25,17.825,14.95
"856",11.5,6.9,14.95,15.525,15.525,13.8
"857",6.9,8.05,13.225,17.825,18.4,14.375
"858",4.6,10.925,10.925,19.55,21.85,17.25
"859",2.875,10.925,10.35,17.25,19.55,16.675
"860",0,14.95,14.95,14.95,14.95,13.225
"861",15.525,13.8,7.475,12.65,14.375,10.925
"862",12.65,12.65,3.7375,11.5,13.225,11.5
"863",13.8,10.925,1.86875,9.2,9.2,10.925
"864",16.1,13.225,0.934375,12.075,10.35,11.5
"865",16.1,13.8,0.4671875,10.925,12.65,11.5
"866",10.925,9.2,0.23359375,11.5,13.8,11.5
"867",9.2,6.9,0.116796875,11.5,11.5,9.775
"868",6.325,4.6,0.0583984375,11.5,13.225,10.925
"869",2.875,0,0.02919921875,12.075,13.8,11.5
"870",4.025,7.475,0.014599609375,12.65,13.8,12.65
"871",4.6,0,0.0072998046875,12.65,12.075,12.65
"872",1.725,6.325,0.00364990234375,12.075,11.5,13.225
"873",3.45,5.75,0,12.075,10.925,9.775
"874",7.475,4.6,8.05,10.35,10.925,9.2
"875",9.775,10.925,8.625,12.075,12.075,11.5
"876",12.65,9.2,8.625,12.65,11.5,11.5
"877",9.775,6.9,12.075,13.8,14.375,13.8
"878",9.775,9.2,9.775,15.525,14.375,13.8
"879",10.925,12.65,6.325,13.8,13.8,13.8
"880",8.625,5.175,6.9,11.5,12.65,12.65
"881",4.025,11.5,12.075,12.075,12.65,10.925
"882",0,2.3,6.325,12.65,11.5,11.5
"883",1.725,6.325,3.45,9.2,9.2,10.35
"884",0,5.175,5.75,9.775,8.05,7.475
"885",5.75,8.625,10.35,10.35,9.2,8.625
"886",9.775,0,9.4875,10.35,9.2,8.625
"887",8.05,0,9.05625,7.475,10.35,6.9
"888",6.9,4.025,8.625,9.775,9.775,9.2
"889",5.175,7.475,6.325,9.775,7.475,9.2
"890",5.75,6.325,5.75,9.2,9.2,9.2
"891",0,1.725,4.025,6.9,4.6,5.175
"892",2.875,1.725,0,3.45,4.6,3.45
"893",0,1.725,2.875,4.6,2.3,0
"894",4.6,0,2.3,9.2,5.75,5.175
"895",1.725,1.725,4.025,12.65,12.65,10.35
"896",5.175,1.725,2.3,8.625,10.35,9.2
"897",6.325,2.3,10.925,10.35,14.375,9.775
"898",1.725,2.3,5.75,11.5,16.675,11.5
"899",4.6,6.325,5.175,13.8,18.4,13.8
"900",7.475,4.6,3.45,18.975,18.975,16.1
"901",6.325,5.75,6.9,16.1,17.825,15.525
"902",3.45,4.025,4.6,16.1,17.25,14.95
"903",5.75,6.9,8.625,20.7,23,18.4
"904",9.2,4.6,1.725,21.275,18.975,18.4
"905",0,4.025,4.6,14.375,13.8,13.8
"906",0,2.3,5.175,13.225,14.375,9.775
"907",0,0,6.325,11.5,13.8,10.35
"908",13.8,14.375,16.1,11.5,16.1,13.8
"909",15.525,17.25,15.525,15.525,14.375,14.375
"910",17.25,14.95,10.925,10.35,10.925,9.2
"911",13.8,7.475,12.65,7.475,7.475,5.175
"912",16.1,9.2,13.8,12.075,10.35,8.05
"913",14.375,9.2,12.075,6.9,6.9,7.475
"914",10.35,7.475,9.775,1.725,1.725,0
"915",8.05,5.75,10.35,0,3.45,1.725
"916",9.2,4.6,9.775,4.025,3.45,3.45
"917",9.2,8.05,6.9,3.45,3.45,0
"918",8.05,10.925,6.325,4.6,5.175,3.45
"919",6.325,13.8,6.325,3.45,4.025,1.725
"920",18.975,18.975,18.4,5.175,3.45,4.025
"921",20.125,16.675,21.275,6.325,9.2,7.475
"922",20.7,18.975,18.975,7.475,5.75,5.175
"923",12.65,19.55,17.825,6.325,5.175,5.75
"924",11.5,14.375,18.4,8.625,4.025,5.175
"925",20.125,14.95,18.4,6.325,5.175,4.6
"926",12.075,8.05,9.775,4.6,3.45,3.45
"927",8.625,7.475,6.9,4.025,0,1.725
"928",5.175,8.05,6.9,5.175,2.875,0
"929",4.6,7.475,9.775,0,4.6,1.725
"930",6.325,5.175,9.775,5.75,4.6,1.725
"931",4.025,2.3,9.2,3.45,1.725,0
"932",2.875,2.875,9.2,8.05,7.475,5.75
"933",2.875,5.175,8.625,9.2,11.5,8.05
"934",10.35,5.75,10.925,9.2,11.5,9.2
"935",11.5,9.2,7.475,10.35,9.775,10.35
"936",9.2,14.375,9.2,10.35,8.625,9.775
"937",6.9,12.075,8.625,11.5,13.225,9.2
"938",5.75,6.325,7.475,17.825,14.95,13.225
"939",6.9,4.025,8.05,14.95,14.375,14.375
"940",6.325,2.875,9.2,14.95,12.075,13.8
"941",2.875,6.325,10.35,17.25,10.35,10.925
"942",0,2.3,9.2,13.225,9.775,10.35
"943",1.725,0,10.35,18.4,21.85,14.95
"944",5.175,8.05,13.225,25.3,27.6,21.85
"945",7.475,9.775,12.65,25.3,24.15,20.125
"946",10.925,14.375,10.925,16.1,17.825,16.675
"947",17.825,11.5,13.8,15.525,16.1,14.95
"948",13.8,12.075,15.525,12.075,16.1,11.5
"949",16.675,14.375,17.825,13.225,13.8,11.5
"950",12.075,10.35,14.375,13.225,14.375,12.075
"951",6.325,15.525,15.525,10.35,12.075,9.2
"952",2.875,11.5,12.65,11.5,11.5,9.775
"953",6.325,1.725,11.5,10.35,10.925,7.475
"954",0,5.175,9.2,8.625,9.775,5.75
"955",3.45,8.625,9.775,14.375,13.225,8.05
"956",2.3,8.625,12.65,17.25,20.7,14.95
"957",6.9,8.05,9.775,20.125,19.55,18.4
"958",12.075,6.325,9.2,18.975,16.675,15.525
"959",15.525,10.925,6.325,12.65,15.525,15.525
"960",17.825,17.25,14.95,17.25,17.25,15.525
"961",16.675,14.95,18.975,14.375,14.95,12.075
"962",17.25,19.55,13.225,13.225,12.075,10.35
"963",11.5,9.775,7.475,11.5,12.65,10.35
"964",8.625,7.475,3.45,12.075,9.2,10.35
"965",5.75,9.2,2.3,9.2,10.35,9.2
"966",3.45,5.75,4.025,8.05,6.9,8.05
"967",1.725,2.875,5.75,10.35,9.2,9.2
"968",3.45,8.625,10.925,13.8,14.375,12.65
"969",8.05,13.8,12.65,16.1,14.95,14.95
"970",9.2,10.35,7.475,14.95,13.8,15.525
"971",5.75,8.625,6.325,13.8,16.1,13.225
"972",13.8,8.05,8.05,16.1,17.25,14.95
"973",11.5,8.05,8.05,16.1,17.25,14.95
"974",10.925,6.325,13.225,17.825,21.85,19.55
"975",11.5,8.05,6.9,17.25,17.25,15.525
"976",6.9,5.175,7.475,16.1,21.85,13.8
"977",5.75,3.45,9.2,16.1,16.675,14.375
"978",1.725,2.3,7.475,12.65,10.35,9.2
"979",5.75,2.3,5.175,8.05,9.775,8.625
"980",9.2,5.175,4.6,12.65,12.65,11.5
"981",9.2,6.9,4.025,18.4,20.7,18.4
"982",9.775,6.325,6.9,25.3,27.025,20.125
"983",10.925,4.025,10.925,31.625,26.45,25.875
"984",10.925,13.8,14.375,27.6,28.75,25.3
"985",12.075,14.375,12.65,17.25,20.7,21.85
"986",12.65,9.775,9.775,12.075,13.8,12.075
"987",8.05,10.925,12.65,9.2,12.65,9.2
"988",2.875,5.175,11.5,13.225,14.95,13.225
"989",1.725,4.025,9.2,11.5,10.925,8.05
"990",9.2,0,8.625,10.925,8.05,8.05
"991",5.175,5.175,7.475,15.525,15.525,9.2
"992",2.3,9.775,13.225,11.5,14.95,10.925
"993",6.325,12.65,15.525,10.925,12.075,9.2
"994",15.525,14.95,14.375,5.175,4.6,5.175
"995",20.125,13.225,14.375,4.6,8.05,6.9
"996",13.8,12.075,10.35,5.75,7.475,5.75
"997",13.225,14.375,12.65,5.175,8.05,5.75
"998",8.05,10.925,9.2,8.625,9.775,8.05
"999",8.625,6.325,8.05,13.8,12.075,9.2
"1000",4.6,0,4.025,15.525,14.375,14.375
"1001",0,1.725,2.3,15.525,15.525,15.525
"1002",0,1.725,6.325,9.775,12.65,14.95
"1003",6.325,0,5.175,14.95,14.95,9.775
"1004",0,4.6,1.725,22.425,23.575,21.275
"1005",6.325,8.05,8.625,21.85,20.125,18.4
"1006",9.775,6.9,6.325,17.25,16.675,16.675
"1007",14.375,5.175,3.45,18.4,16.675,13.8
"1008",12.075,8.625,9.2,17.25,24.15,18.4
"1009",9.2,7.475,5.75,18.4,20.125,16.675
"1010",12.075,13.225,9.775,18.975,18.4,17.25
"1011",9.775,14.95,7.475,17.25,16.1,16.1
"1012",8.05,16.675,9.2,24.725,18.975,16.1
"1013",12.075,10.925,9.2,20.125,20.7,15.525
"1014",9.2,11.5,6.9,14.375,15.525,14.95
"1015",9.2,9.775,10.925,16.675,14.95,14.375
"1016",13.225,9.775,10.925,17.25,17.25,15.525
"1017",9.2,10.925,13.225,11.5,12.65,12.65
"1018",9.2,15.525,13.8,16.1,17.25,17.825
"1019",14.95,16.675,13.8,25.3,19.55,17.825
"1020",12.65,10.35,13.8,15.525,17.25,15.525
"1021",5.75,4.025,5.75,5.75,12.65,8.625
"1022",7.475,8.625,1.725,11.5,14.95,10.925
"1023",8.625,16.675,6.325,12.075,12.65,12.65
"1024",14.375,15.525,14.95,12.65,13.225,12.65
"1025",5.75,9.775,8.05,12.075,11.5,14.375
"1026",5.75,7.475,6.325,17.825,9.2,10.35
"1027",6.9,9.2,3.45,16.1,12.65,12.65
"1028",13.8,12.65,8.625,21.275,20.7,15.525
"1029",14.95,13.225,13.8,24.725,24.725,21.85
"1030",14.375,8.625,10.35,20.125,17.825,18.4
"1031",14.0875,9.775,9.2,23,18.4,15.525
"1032",13.94375,8.05,6.325,11.5,9.2,13.225
"1033",13.8,7.475,9.2,16.675,10.925,12.075
"1034",8.05,8.625,9.775,8.625,12.65,12.075
"1035",10.35,6.9,6.9,9.2,6.325,13.8
"1036",9.2,5.75,5.175,5.175,9.2,8.05
"1037",0,4.025,1.725,8.05,7.475,12.075
"1038",0,1.725,1.725,12.65,12.075,8.625
"1039",2.3,0,0,15.525,11.5,10.925
"1040",10.925,4.025,3.45,17.825,16.675,13.225
"1041",16.1,16.1,15.525,19.55,15.525,16.1
"1042",14.375,17.25,20.125,13.8,11.5,15.525
"1043",14.95,10.35,14.95,9.2,20.7,6.9
"1044",10.925,12.65,13.225,14.95,17.25,13.225
"1045",12.075,7.475,9.2,13.225,13.225,12.075
"1046",7.475,4.6,5.75,20.125,18.4,11.5
"1047",1.725,7.475,3.45,20.125,18.4,14.95
"1048",0,7.475,5.175,19.55,24.15,13.8
"1049",0,0,7.475,15.525,18.975,15.525
"1050",10.35,2.3,5.75,16.1,17.25,13.225
"1051",2.875,2.875,6.325,14.95,18.4,15.525
"1052",1.725,9.775,12.65,10.35,12.65,10.925
"1053",7.475,11.5,14.375,9.2,13.225,12.65
"1054",6.325,8.625,12.65,6.9,10.35,6.325
"1055",5.75,6.9,8.625,6.325,7.475,5.75
"1056",9.2,4.6,6.9,4.6,6.9,8.625
"1057",9.2,7.475,5.175,3.45,9.2,11.5
"1058",4.025,2.875,3.45,9.2,5.175,8.625
"1059",6.9,7.475,1.725,12.075,10.35,9.2
"1060",0,0,3.45,9.2,9.775,7.475
"1061",1.725,0,8.05,6.9,9.2,6.325
"1062",3.45,0,6.9,11.5,18.4,12.65
"1063",0,2.875,4.025,10.925,12.65,9.2
"1064",0,0,0,15.525,14.375,12.075
"1065",1.725,2.3,6.9,14.375,13.8,11.5
"1066",5.75,4.6,6.9,10.35,11.5,13.8
"1067",8.05,5.75,4.6,9.775,10.35,9.775
"1068",5.75,5.75,9.775,8.625,10.35,9.775
